Symbol,Company Name,Industry
OPTIEMUS.NS,Optiemus Infracom Ltd.,Telecommunication
ORIENTCEM.NS,Orient Cement Ltd.,Construction Materials
ORKLAINDIA.NS,Orkla India Ltd.,Fast Moving Consumer Goods
OSWALPUMPS.NS,Oswal Pumps Ltd.,Capital Goods
PAGEIND.NS,Page Industries Ltd.,Textiles
PARAS.NS,Paras Defence and Space Technologies Ltd.,Capital Goods
PARKHOSPS.NS,Park Medi World Ltd.,Healthcare
PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods
PAYTM.NS,One 97 Communications Ltd.,Financial Services
PCBL.NS,PCBL Chemical Ltd.,Chemicals
PCJEWELLER.NS,PC Jeweller Ltd.,Consumer Durables
PERSISTENT.NS,Persistent Systems Ltd.,Information Technology
PETRONET.NS,Petronet LNG Ltd.,Oil Gas & Consumable Fuels
PFIZER.NS,Pfizer Ltd.,Healthcare
PFOCUS.NS,Prime Focus Ltd.,Media Entertainment & Publication
PGEL.NS,PG Electroplast Ltd.,Consumer Durables
PGHH.NS,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods
PGIL.NS,Pearl Global Industries Ltd.,Textiles
PHOENIXLTD.NS,Phoenix Mills Ltd.,Realty
PICCADIL.NS,Piccadily Agro Industries Ltd.,Fast Moving Consumer Goods
PIIND.NS,PI Industries Ltd.,Chemicals
PNBHOUSING.NS,PNB Housing Finance Ltd.,Financial Services
PNCINFRA.NS,PNC Infratech Ltd.,Construction
PNGJL.NS,P N Gadgil Jewellers Ltd.,Consumer Durables
POLICYBZR.NS,PB Fintech Ltd.,Financial Services
POLYCAB.NS,Polycab India Ltd.,Capital Goods
POLYMED.NS,Poly Medicure Ltd.,Healthcare
POONAWALLA.NS,Poonawalla Fincorp Ltd.,Financial Services
POWERINDIA.NS,Hitachi Energy India Ltd.,Capital Goods
POWERMECH.NS,Power Mech Projects Ltd.,Construction
PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare
PRAJIND.NS,Praj Industries Ltd.,Capital Goods
PRAJIND.NS,Praj Industries Ltd.,Capital Goods
PREMIERENE.NS,Premier Energies Ltd.,Capital Goods
PRESTIGE.NS,Prestige Estates Projects Ltd.,Realty
PRICOLLTD.NS,Pricol Ltd.,Automobile and Auto Components
PRIVISCL.NS,Privi Speciality Chemicals Ltd.,Chemicals
PRSMJOHNSN.NS,Prism Johnson Ltd.,Construction Materials
PRUDENT.NS,Prudent Corporate Advisory Services Ltd.,Financial Services
PTC.NS,PTC India Ltd.,Power
PTCIL.NS,PTC Industries Ltd.,Capital Goods
PURVA.NS,Puravankara Ltd.,Realty
PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication
QPOWER.NS,Quality Power Electrical Equipments Ltd.,Capital Goods
QUESS.NS,Quess Corp Ltd.,Services
RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods
RAILTEL.NS,Railtel Corporation Of India Ltd.,Telecommunication
RAIN.NS,Rain Industries Ltd,Chemicals
RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare
RALLIS.NS,Rallis India Ltd.,Chemicals
RAMCOCEM.NS,The Ramco Cements Ltd.,Construction Materials
RATEGAIN.NS,Rategain Travel Technologies Ltd.,Information Technology
RATNAMANI.NS,Ratnamani Metals & Tubes Ltd.,Capital Goods
RAYMONDLSL.NS,Raymond Lifestyle Ltd.,Textiles
RBA.NS,Restaurant Brands Asia Ltd.,Consumer Services
RBLBANK.NS,RBL Bank Ltd.,Financial Services
RCF.NS,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals
RCF.NS,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals
REDINGTON.NS,Redington Ltd.,Services
REDTAPE.NS,Redtape Ltd.,Consumer Durables
REFEX.NS,Refex Industries Ltd.,Utilities
RELAXO.NS,Relaxo Footwears Ltd.,Consumer Durables
RELIGARE.NS,Religare Enterprises Ltd.,Financial Services
RELINFRA.NS,Reliance Infrastructure Ltd.,Power
RENUKA.NS,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods
RHIM.NS,RHI MAGNESITA INDIA LTD.,Capital Goods
RITES.NS,RITES Ltd.,Construction
RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components
ROUTE.NS,Route Mobile Ltd.,Telecommunication
RPOWER.NS,Reliance Power Ltd.,Power
RRKABEL.NS,R R Kabel Ltd.,Capital Goods
RTNINDIA.NS,RattanIndia Enterprises Ltd.,Consumer Services
RTNPOWER.NS,RattanIndia Power Ltd.,Power
RUBICON.NS,Rubicon Research Ltd.,Healthcare
RVNL.NS,Rail Vikas Nigam Ltd.,Construction
SAATVIKGL.NS,Saatvik Green Energy Ltd.,Capital Goods
SAFARI.NS,Safari Industries (India) Ltd.,Consumer Durables
SAGILITY.NS,Sagility Ltd.,Information Technology
SAIL.NS,Steel Authority of India Ltd.,Metals & Mining
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare
SAMHI.NS,Samhi Hotels Ltd.,Consumer Services
SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services
SANDUMA.NS,Sandur Manganese & Iron Ores Ltd.,Metals & Mining
SANOFICONR.NS,Sanofi Consumer Healthcare India Ltd.,Healthcare
SANSERA.NS,Sansera Engineering Ltd.,Automobile and Auto Components
SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services
SARDAEN.NS,Sarda Energy and Minerals Ltd.,Metals & Mining
SAREGAMA.NS,Saregama India Ltd,Media Entertainment & Publication
SBFC.NS,SBFC Finance Ltd.,Financial Services
SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services
SCHAEFFLER.NS,Schaeffler India Ltd.,Automobile and Auto Components
SCHNEIDER.NS,Schneider Electric Infrastructure Ltd.,Capital Goods
SCI.NS,Shipping Corporation of India Ltd.,Services
SENCO.NS,Senco Gold Ltd.,Consumer Durables
SFL.NS,Sheela Foam Ltd.,Consumer Durables
SHAILY.NS,Shaily Engineering Plastics Ltd.,Consumer Durables
SHAKTIPUMP.NS,Shakti Pumps (India) Ltd.,Capital Goods
SHARDACROP.NS,Sharda Cropchem Ltd.,Chemicals
SHAREINDIA.NS,Share India Securities Ltd.,Financial Services
SHILPAMED.NS,Shilpa Medicare Ltd.,Healthcare
SHRIPISTON.NS,Shriram Pistons & Rings Ltd.,Automobile and Auto Components
SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods
SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty
SJVN.NS,SJVN Ltd.,Power
SKFINDIA.NS,SKF India Ltd.,Automobile and Auto Components
SKFINDIA.NS,SKF India Ltd.,Capital Goods
SKFINDIA.NS,SKF India Ltd.,Automobile and Auto Components
SKFINDUS.NS,SKF India (Industrial) Ltd.,Capital Goods
SKIPPER.NS,Skipper Ltd.,Capital Goods
SKYGOLD.NS,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables
SMARTWORKS.NS,Smartworks Coworking Spaces Ltd.,Services
SMLMAH.NS,SML Mahindra Ltd.,Capital Goods
SOBHA.NS,Sobha Ltd.,Realty
SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components
SONATSOFTW.NS,Sonata Software Ltd.,Information Technology
SOUTHBANK.NS,South Indian Bank Ltd.,Financial Services
SPARC.NS,Sun Pharma Advanced Research Company Ltd.,Healthcare
SRF.NS,SRF Ltd.,Chemicals
STAR.NS,Strides Pharma Science Ltd.,Healthcare
STARCEMENT.NS,Star Cement Ltd.,Construction Materials
STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services
STLTECH.NS,Sterlite Technologies Ltd.,Telecommunication
STYL.NS,Seshaasai Technologies Ltd.,Financial Services
STYRENIX.NS,Styrenix Performance Materials Ltd.,Chemicals
SUBROS.NS,Subros Ltd.,Capital Goods
SUDARSCHEM.NS,Sudarshan Chemical Industries Ltd.,Chemicals
SUDEEPPHRM.NS,Sudeep Pharma Ltd.,Chemicals
SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals
SUNDARMFIN.NS,Sundaram Finance Ltd.,Financial Services
SUNDRMFAST.NS,Sundram Fasteners Ltd.,Automobile and Auto Components
SUNTECK.NS,Sunteck Realty Ltd.,Realty
SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication
SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods
SUPRIYA.NS,Supriya Lifescience Ltd.,Healthcare
SURYAROSNI.NS,Surya Roshni Ltd.,Capital Goods
SUZLON.NS,Suzlon Energy Ltd.,Capital Goods
SWANCORP.NS,Swan Corp Ltd.,Chemicals
SWIGGY.NS,Swiggy Ltd.,Consumer Services
SWSOLAR.NS,Sterling and Wilson Renewable Energy Ltd.,Construction
SYNGENE.NS,Syngene International Ltd.,Healthcare
SYRMA.NS,Syrma SGS Technology Ltd.,Capital Goods
TANLA.NS,Tanla Platforms Ltd.,Information Technology
TARC.NS,TARC Ltd.,Realty
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods
TATACHEM.NS,Tata Chemicals Ltd.,Chemicals
TATACOMM.NS,Tata Communications Ltd.,Telecommunication
TATAELXSI.NS,Tata Elxsi Ltd.,Information Technology
TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services
TATATECH.NS,Tata Technologies Ltd.,Information Technology
TBOTEK.NS,TBO Tek Ltd.,Consumer Services
TDPOWERSYS.NS,TD Power Systems Ltd.,Capital Goods
TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Construction
TEJASNET.NS,Tejas Networks Ltd.,Telecommunication
TEXRAIL.NS,Texmaco Rail & Eng. Ltd.,Capital Goods
THANGAMAYL.NS,Thangamayil Jewellery Ltd.,Consumer Durables
THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Services
THERMAX.NS,Thermax Ltd.,Capital Goods
THOMASCOOK.NS,Thomas Cook (India) Ltd.,Consumer Services
THYROCARE.NS,Thyrocare Technologies Ltd.,Healthcare
TI.NS,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods
TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components
TIMETECHNO.NS,Time Technoplast Ltd.,Capital Goods
TIMKEN.NS,Timken India Ltd.,Capital Goods
TIPSMUSIC.NS,Tips Music Ltd.,Media Entertainment & Publication
TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods
TMB.NS,Tamilnad Mercantile Bank Ltd.,Financial Services
TORNTPOWER.NS,Torrent Power Ltd.,Power
TRANSRAILL.NS,Transrail Lighting Ltd.,Capital Goods
TRIDENT.NS,Trident Ltd.,Textiles
TRITURBINE.NS,Triveni Turbine Ltd.,Capital Goods
TRIVENI.NS,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods
TRIVENI.NS,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods
TSFINV.NS,TSF Investments Ltd.,Financial Services
TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication
TVSSCS.NS,TVS Supply Chain Solutions Ltd.,Services
UBL.NS,United Breweries Ltd.,Fast Moving Consumer Goods
UCOBANK.NS,UCO Bank,Financial Services
UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd.,Financial Services
UNIONBANK.NS,Union Bank of India,Financial Services
UNOMINDA.NS,UNO Minda Ltd.,Automobile and Auto Components
UPL.NS,UPL Ltd.,Chemicals
USHAMART.NS,Usha Martin Ltd.,Capital Goods
UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services
UTLSOLAR.NS,Fujiyama Power Systems Ltd.,Capital Goods
V2RETAIL.NS,V2 Retail Ltd.,Consumer Services
VAIBHAVGBL.NS,Vaibhav Global Ltd.,Consumer Durables
VARROC.NS,Varroc Engineering Ltd.,Automobile and Auto Components
VENTIVE.NS,Ventive Hospitality Ltd.,Consumer Services
VGUARD.NS,V-Guard Industries Ltd.,Consumer Durables
VGUARD.NS,V-Guard Industries Ltd.,Consumer Durables
VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare
VIKRAMSOLR.NS,Vikram Solar Ltd.,Capital Goods
VIPIND.NS,V.I.P. Industries Ltd.,Consumer Durables
VIYASH.NS,Viyash Scientific Ltd.,Healthcare
VMART.NS,V-Mart Retail Ltd.,Consumer Services
VMM.NS,Vishal Mega Mart Ltd.,Consumer Services
VOLTAMP.NS,Voltamp Transformers Ltd,Capital Goods
VOLTAS.NS,Voltas Ltd.,Consumer Durables
VTL.NS,Vardhman Textiles Ltd.,Textiles
WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods
WAAREERTL.NS,Waaree Renewable Technologies Ltd.,Capital Goods
WABAG.NS,Va Tech Wabag Ltd.,Utilities
WAKEFIT.NS,Wakefit Innovations Ltd.,Consumer Durables
WEBELSOLAR.NS,Websol Energy System Ltd.,Capital Goods
WELCORP.NS,Welspun Corp Ltd.,Capital Goods
WELENT.NS,Welspun Enterprises Ltd.,Construction
WELSPUNLIV.NS,Welspun Living Ltd.,Textiles
WESTLIFE.NS,Westlife Foodworld Ltd.,Consumer Services
WEWORK.NS,WeWork India Management Ltd.,Services
WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables
WOCKPHARMA.NS,Wockhardt Ltd.,Healthcare
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare
YESBANK.NS,Yes Bank Ltd.,Financial Services
ZAGGLE.NS,Zaggle Prepaid Ocean Services Ltd.,Information Technology
ZEEL.NS,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication
ZENSARTECH.NS,Zensar Technolgies Ltd.,Information Technology
ZENTEC.NS,Zen Technologies Ltd.,Capital Goods
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components
